,end,start,datasets-created,filters-created,datasets-deleted,rows-accessed-widget,rows-accessed-print,charts-created,rows-loaded-rss,rows-accessed-website,rows-created,maps-deleted,bytes-out,rows-loaded-download,rows-accessed-download,maps-created,rows-deleted,rows-loaded-print,disk-usage,view-loaded,rows-accessed-rss,charts-deleted,filters-deleted,page-views,users-created,bytes-in,rows-loaded-widget,rows-accessed-api,rows-loaded-api,rows-loaded-website
0,1357171199999,1357084800000,281,8,280,429,5,45,2633,3803,1285159,537,2424597680,695256,338,537,637316,9157,6945014079,420,73,45,5,1245,11,20088918,4118,71,4067,50398
1,1357257599999,1357171200000,37,25,38,212,4,55,5792,3025,2057247,38,3587227328,1745268,334,38,1031786,2381,6945489215,324,139,55,25,1073,11,14176851,2672,60,1063,65326
2,1357343999999,1357257600000,21,9,18,454,9,2,3361,3711,1037660,12,2454264033,776988,328,12,379344,21239,6945800511,371,81,2,9,1656,6,19659099,6579,29,43797,85480
3,1357430399999,1357344000000,20,11,23,55,4,46,2284,1534,1046307,25,2122377356,705344,315,25,662519,7923,6946906431,147,48,46,11,836,7,8722689,1222,32,12934,31873
4,1357516799999,1357430400000,23,11,22,161,6,46,2183,2389,1317344,12,2468714238,965829,334,12,654480,13574,6946758975,210,49,46,10,1156,6,12445928,2391,10,9,51547
5,1357603199999,1357516800000,19,27,19,136,10,46,3235,4312,1618535,25,3821421718,3044343,342,25,663539,33605,6947103039,426,68,46,28,1595,5,26400988,3232,17,17,100005
6,1357689599999,1357603200000,22,10,21,98,16,46,15355,2613,1239871,12,4126743925,2751786,351,12,646084,33650,6907429183,524,412,46,10,1760,9,16713929,2871,89,3670,55724
7,1357775999999,1357689600000,84,10,86,225,34,46,11173,3321,1482388,159,4605157386,5288278,510,169,779159,87300,6908404031,970,278,46,10,1667,14,16635578,2904,195,190,74437
8,1357862399999,1357776000000,311,15,311,307,5,46,1534,1779,2805391,612,3447535725,2005320,333,613,1403682,7195,6909387071,460,31,46,12,1868,13,11452310,3220,27,61967,41426
9,1357948799999,1357862400000,311,10,310,497,9,46,3866,2937,2956514,588,3787028122,2081858,336,588,1474512,8198,6908936511,335,81,46,10,1503,18,19537562,3425,1,0,84879
10,1358035199999,1357948800000,310,12,311,367,5,46,2660,1540,2847349,612,3384065973,1649743,325,612,1430301,18461,6911246655,161,59,46,12,874,4,9772893,3420,2,1,29744
11,1358121599999,1358035200000,311,10,310,334,3,46,1636,1093,2651607,588,3112622461,663174,310,588,1324101,6645,6911615295,149,38,46,10,811,8,6424582,3102,21,21584,21092
12,1358207999999,1358121600000,317,109,318,118,14,46,4518,3196,4556795,612,5740470633,913723,325,613,2279286,30878,6961217855,337,96,46,108,1574,8,15687292,3072,9,8,49848
13,1358294399999,1358208000000,311,26,310,320,8,46,3318,3767,2978408,586,4985484435,769580,331,587,1256716,17508,6992978239,362,69,46,26,1576,6,27345530,7006,4,4,91795
14,1358380799999,1358294400000,311,46,310,557,7,46,4593,4665,3263893,610,5969761095,2315969,350,610,1719151,20748,6972891455,508,95,46,46,1773,6,24586623,9317,18,26402,80402
15,1358467199999,1358380800000,310,10,310,174,9,46,3031,3891,3325133,588,4878417255,1367896,344,588,1342324,32894,6972981567,472,62,46,10,1929,6,18687969,2677,11,2325,51280
16,1358553599999,1358467200000,309,27,310,190,15,49,4734,3618,2909084,631,6873158921,1774554,344,630,1414424,46178,6821454143,603,98,49,27,2608,9,19829116,4096,-1,-1,49178
17,1358639999999,1358553600000,313,10,311,416,5,46,1810,3924,2771798,588,3087746414,1249229,333,589,1381784,16550,6823387455,243,37,46,10,1504,11,19746286,4444,5,4,40415
18,1358726399999,1358640000000,301,12,301,117,10,2,2721,2106,2330718,596,3047786452,968337,314,596,1036658,50162,6823125311,218,61,2,12,1119,8,10191961,1250,7,7,30350
19,1358812799999,1358726400000,309,7,308,188,13,45,1329,2438,1949301,576,3256644519,1948022,353,576,981480,52478,6823149887,335,27,45,7,1603,8,12298631,2923,-1,-1,30618
20,1358899199999,1358812800000,307,12,307,201,17,2,3967,1966,1852498,612,3149254391,1308447,370,612,907256,45376,6823158079,440,80,2,12,1648,8,12553673,7906,2,2,45275
21,1358985599999,1358899200000,310,11,310,419,12,48,2558,2433,2232433,588,3686861948,3198957,356,588,1251353,36759,6823354687,506,52,48,10,2055,5,17048712,6360,2,2,47490
22,1359071999999,1358985600000,310,13,311,502,16,46,2158,2343,2629763,612,5086285414,962503,305,612,1311508,52448,6823944511,468,44,46,13,1990,9,13597099,5903,7,20963,48264
23,1359158399999,1359072000000,311,10,310,346,9,46,3711,3131,2881273,588,3200826301,853315,219,590,1432971,29290,6824206655,553,78,46,10,2543,12,19209636,5747,8,57332,63224
24,1359244799999,1359158400000,325,16,326,128,12,46,1740,2294,3365379,617,3445089662,952609,324,617,1686538,38890,6824141119,215,41,46,16,1013,2,10844696,2058,5,47757,39585
25,1359331199999,1359244800000,320,13,319,203,5,46,3856,1752,3109730,579,3481458615,812898,332,581,1552124,21465,6824476991,304,85,46,13,1293,7,11318414,3082,41,49284,42804
26,1359417599999,1359331200000,323,16,323,484,9,46,1870,2162,2988954,618,4036732823,2072800,370,618,1486778,24461,6824550719,594,41,46,16,2494,5,16454774,9050,14,106795,55275
27,1359503999999,1359417600000,325,13,325,643,20,46,4103,2648,2985825,592,6071665212,2251831,366,592,1496446,73141,6825247039,499,87,46,13,2233,6,18900825,11595,7,266327,62084
28,1359590399999,1359504000000,323,16,323,412,16,46,1768,3753,3053245,616,4692162990,2123349,365,616,1516085,49718,6825771327,528,38,46,16,2522,8,20191624,6313,7,48638,74429
29,1359676799999,1359590400000,331,14,326,307,9,46,1545,4196,3266497,592,4588145932,2501732,353,592,1626785,26303,6832759103,541,33,46,14,2527,9,24977302,8198,9,26771,92717
30,1359763199999,1359676800000,329,30,326,151,12,49,1511,2580,3394965,634,5167639492,4246170,366,634,1691597,41630,5719433535,539,33,49,30,2206,13,16634302,4767,1,1,58952
31,1359849599999,1359763200000,327,10,324,254,5,45,2064,2355,3949595,581,4153901017,1072805,341,583,1402340,16665,5729747263,351,55,45,10,1679,8,16443351,2739,11,11,49943
32,1359935999999,1359849600000,309,13,311,135,5,46,1893,1872,2441906,615,3210455798,782404,328,615,1341985,8403,5733253439,220,46,46,13,1519,5,10912929,3757,5,5,34984
33,1360022399999,1359936000000,309,9,306,148,9,2,3896,1220,2692356,589,3861782942,1090250,347,589,948398,12176,5733310783,589,100,2,9,1841,11,6715122,2664,68,16730,27267
34,1360108799999,1360022400000,310,13,311,487,20,46,3547,3328,2843065,615,5132908083,1383170,350,615,1298402,33246,5733908799,729,93,46,13,2049,9,19939265,9157,70,65,72330
35,1360195199999,1360108800000,313,10,310,495,8,46,24040,4673,2670995,589,3737928353,1893104,360,590,1314019,11375,5733302591,580,500,46,10,2277,21,33928624,10183,55,2507,73087
36,1360281599999,1360195200000,309,28,311,153,5,49,40031,3411,2796471,632,5370363315,1188981,328,632,1392257,20096,6778350199,585,817,49,27,2333,10,22896480,2650,46,45,68299
37,1360367999999,1360281600000,300,5,298,336,6,45,41809,1618,2736888,587,4314598554,2148884,354,588,1320853,3632,6777965175,550,848,45,4,7816,8,13779989,6112,20,17,42969
38,1360454399999,1360368000000,307,12,307,55,6,2,3631,1624,2691451,617,3680255199,1593045,323,617,1098173,15399,6777834103,286,87,2,12,3324,3,8031698,2490,15,904,30648
39,1360540799999,1360454400000,309,10,310,190,12,46,3071,3400,2320927,589,3171289901,529828,315,589,1292956,21758,6777965175,233,73,46,10,1329,6,33620457,3641,8,7,33392
40,1360627199999,1360540800000,309,11,309,98,12,45,51275,3630,2044370,606,3414544423,904215,326,606,1012793,26316,6778325623,475,1031,45,10,2040,9,21414587,3991,16,16,71490
41,1360713599999,1360627200000,308,10,307,176,8,46,68327,5994,2554189,589,4354714376,2224277,351,591,1254218,6846,6778538615,648,1376,46,10,2406,12,29168070,4941,30,90892,80368
42,1360799999999,1360713600000,322,15,323,177,7,46,20924,4278,3025890,627,4168581969,1562580,345,628,1474671,23166,6825101943,618,420,46,16,2876,13,22418971,6277,7,68348,70457
43,1360886399999,1360800000000,326,52,328,75,7,46,35211,2655,4175905,631,5925376192,2222141,358,628,2119788,32369,6854576759,423,750,46,52,1847,5,13075054,2810,20,73730,38964
44,1360972799999,1360886400000,328,13,325,207,7,46,45073,2658,3393994,595,4082749775,836079,344,596,1687417,24160,6854756983,421,906,46,13,2120,12,15907012,5821,10,78114,68401
45,1361059199999,1360972800000,324,16,325,164,8,46,2885,996,3301360,624,3664236605,772419,320,625,1652822,35772,6855256695,254,61,46,16,1271,3,5394614,1920,8,49263,19611
46,1361145599999,1361059200000,304,13,303,150,10,46,2283,1985,3030105,550,3757621145,2409991,301,550,1508780,21031,6853823095,258,50,46,13,1268,2,9308042,3316,10,58588,22426
47,1361231999999,1361145600000,325,16,326,212,8,46,2415,1764,2954345,626,3950575505,2459761,336,626,1479708,34004,6853577335,344,53,46,16,2000,12,9295299,8044,11,60904,33415
48,1361318399999,1361232000000,326,16,325,181,7,46,47217,4846,2910816,594,4199915752,1829425,360,594,1445724,11893,6853913207,622,947,46,13,2596,7,26924607,4760,20,79268,96883
49,1361404799999,1361318400000,316,35,312,478,11,46,38549,4561,2772607,620,4267076886,1248543,350,624,1436966,33112,6853765751,698,774,46,33,3079,9,24721575,8038,15,480381,80364
50,1361491199999,1361404800000,311,72,309,292,8,46,30879,3917,3362926,584,7551839570,2356700,358,584,1922327,21943,6784043639,577,619,46,71,2338,4,23418648,4500,6,3543,76441
51,1361577599999,1361491200000,308,14,308,57,14,46,4667,3621,2579175,621,3770940233,1089116,409,621,1284581,32971,6783363703,450,98,46,14,2186,7,20836054,2297,2,71094,58840
52,1361663999999,1361577600000,309,10,308,503,5,45,1911,2296,2404683,576,3662968243,1470739,351,576,1080339,6628,6783044215,535,41,45,9,1903,8,12068353,5856,32,283159,35506
53,1361750399999,1361664000000,309,15,311,106,5,46,1763,1907,2289961,621,3377104120,1058130,324,621,1277913,13046,6783412855,209,38,46,15,1065,3,11475756,1805,43,176231,36384
54,1361836799999,1361750400000,306,6,303,144,14,45,3183,3393,2027654,578,5344163064,2986286,347,578,847348,27263,6782970487,547,71,45,6,2140,11,19550306,2788,4614,4065523,66071
55,1361923199999,1361836800000,308,15,311,81,9,46,2325,3143,2163048,621,3815860123,2146046,369,621,1247070,32396,6783781495,542,53,46,15,2141,15,18421813,2044,51,19905,60068
56,1362009599999,1361923200000,311,11,309,134,23,46,1828,1824,2505565,589,3559836000,805384,361,589,1241470,76463,6783773303,476,39,46,11,2083,8,11047671,3161,14,10880,40096
57,1362095999999,1362009600000,310,12,310,264,14,45,2000,2865,2434440,610,3339694408,912092,336,610,1097026,46093,6784371319,444,46,45,12,1755,8,18541910,5941,11,900,65614
58,1362182399999,1362096000000,310,11,310,164,19,46,2120,3118,2555399,589,3912970342,1833914,338,589,1399283,36051,6783814263,471,48,46,11,1939,5,18240296,3364,6,6,58689
59,1362268799999,1362182400000,308,12,307,49,8,45,2707,2736,2459404,611,3592626074,1600509,324,612,1099026,24039,6783896183,339,63,45,12,1509,11,14430580,2883,23,21,47211
60,1362355199999,1362268800000,308,8,308,68,11,45,3899,1509,2482064,576,3493099626,1543635,321,577,1121310,16103,6783584887,288,86,45,8,1334,6,10503159,3020,33,33,39253
61,1362441599999,1362355200000,309,26,308,617,15,46,2726,3572,2325608,622,4748129512,3950368,338,622,1283045,26844,6783249015,701,74,46,26,1979,12,22747682,10608,48,2819,83167
62,1362527999999,1362441600000,310,9,309,345,10,45,3151,2142,2464795,578,4237729871,1339554,336,578,1106376,26510,6783412855,587,84,45,8,2323,14,15881614,3849,43,253883,58224
63,1362614399999,1362528000000,308,16,308,165,76,46,12748,3156,3943151,623,6388812027,1321806,341,623,1428400,345416,6783273591,580,318,46,16,11357,16,18411168,3628,48,5720,62535
64,1362700799999,1362614400000,309,26,309,133,9,49,9622,3499,2984511,604,6738556692,1182884,332,604,1432311,21709,6834522743,623,237,49,26,10046,10,22039197,3503,10,1724,78359
65,1362787199999,1362700800000,310,19,311,99,11,46,4829,3601,3046356,623,4513143001,813421,329,623,1530157,20180,6573550199,536,102,46,17,3009,14,16324336,3212,20,1028,58419
66,1362873599999,1362787200000,311,14,310,27,10,46,6816,1721,2881043,589,3878199347,611840,317,590,1438585,24237,6573181559,279,166,46,12,2375,8,8282403,499,16,16,26515
67,1362959999999,1362873600000,310,16,311,49,4,46,3356,1579,2630039,623,3467683425,504677,304,623,1324500,7979,6573312631,269,69,46,16,1174,10,7604440,1194,5,4,29804
68,1363046399999,1362960000000,313,16,308,230,12,46,2480,2528,2480855,589,3412490473,625809,335,589,1235371,25617,6572673655,524,55,46,14,2184,10,15127064,4980,20,707,51738
69,1363132799999,1363046400000,307,34,308,199,13,46,2800,2321,2667452,713,4560407760,1793082,317,715,1288076,21875,6594185847,703,74,46,32,1981,12,11467784,3638,52,47,45096
70,1363219199999,1363132800000,326,21,325,330,11,46,9121,2816,3138984,630,4893810264,1175411,336,630,1544267,21723,6596242039,574,231,46,21,5981,6,15656088,3939,60,3201,43889
71,1363305599999,1363219200000,313,22,311,352,12,46,29907,2824,2770973,625,5976727523,1433100,334,625,1361547,39595,6596356727,634,844,46,20,32497,10,16309564,3594,79,5282,48759
72,1363391999999,1363305600000,310,37,310,187,6,46,2433,3265,3260303,623,6072041334,3554586,352,623,1447164,20598,6596340343,457,56,46,37,2216,10,17998624,2641,18,4012,56987
73,1363478399999,1363392000000,310,17,310,111,4,46,2006,2072,2832627,623,4001808214,761607,315,623,1398657,11603,6601296503,168,44,46,17,1671,5,10320107,3280,886,206429,23389
74,1363564799999,1363478400000,295,17,295,51,9,46,1251,3016,2649154,593,4088664234,1446025,291,593,1306835,29017,6601329271,244,26,46,17,1161,10,14105349,1464,6,4002,53103
75,1363651199999,1363564800000,311,18,311,76,19,46,2024,2112,2606129,625,4341109184,754632,344,625,1283176,59958,6602345079,411,43,46,17,2564,14,12594552,2071,4,1019,48795
76,1363737599999,1363651200000,313,18,312,319,14,46,1830,2269,2656138,625,4289521051,741548,333,626,1306422,36743,6604737143,449,41,46,18,1880,25,16966094,5113,5,1012,46785
77,1363823999999,1363737600000,326,22,326,279,13,46,2578,2871,3254796,636,4027183633,1390294,125,636,1599427,46959,6611298935,533,62,46,22,2398,10,15686442,3776,1,1000,50065
78,1363910399999,1363824000000,326,21,326,161,14,46,1555,2652,3409877,632,4109974930,937960,231,634,1694214,49575,6611012215,553,33,46,21,2602,9,14871496,7003,4,2002,50705
79,1363996799999,1363910400000,325,21,325,267,4,46,1412,5255,3559781,630,4252539393,2073752,342,630,1770777,12322,6611266167,321,30,46,21,2646,9,24797943,3002,1,1000,66790
80,1364083199999,1363996800000,315,21,315,59,13,46,1943,1975,3396672,610,3704654181,916534,311,610,1694992,47678,6610471543,178,41,46,21,1844,10,8668640,1045,1,1000,25001
81,1364169599999,1364083200000,326,21,326,567,13,46,954,1823,3219002,632,3658547657,887852,317,632,1606193,49365,6609832567,244,21,46,21,2270,6,11575239,5518,4,4,27658
82,1364255999999,1364169600000,310,21,310,364,12,46,1692,3485,2546733,623,3859304423,1082857,359,623,1271920,32553,6609742455,513,40,46,18,3086,15,18351506,4125,46,6111,64690
83,1364342399999,1364256000000,311,20,310,142,15,46,2390,3415,2589383,623,3578439973,1042238,380,623,1293729,35119,6610012791,518,55,46,18,3588,7,17055413,2474,11,1014,56011
84,1364428799999,1364342400000,288,12,285,77,16,-1,1281,3149,1311345,600,2566115121,1221551,324,600,647897,35253,6610299511,405,27,-1,9,2893,7,15769037,2880,4,1003,55192
85,1364515199999,1364428800000,312,18,311,147,9,47,1356,5406,2829876,623,4093942691,1539665,349,623,1414191,16014,6610709111,421,30,46,18,2282,6,27804128,3957,8,3017,108219
86,1364601599999,1364515200000,314,14,308,952,7,45,3227,5499,2491764,614,3466288870,1331749,376,614,1225615,15445,6611200631,546,70,45,14,3649,11,26182789,8367,14,1011,70899
87,1364687999999,1364601600000,310,18,311,250,13,46,3404,1416,2846787,626,3855616355,2459961,342,627,1428435,10088,6610725495,317,86,46,18,1818,9,7470220,2868,63,38510,25140
88,1364774399999,1364688000000,311,18,311,99,3,46,1203,1432,2680417,626,3928241215,2052200,350,626,1343014,8085,6610406007,298,27,46,18,1749,4,7126768,2337,54,26055,31484
89,1364860799999,1364774400000,323,23,313,430,19,47,1626,5444,2559021,624,4273078650,2273728,352,624,1279878,55943,6606998135,667,36,46,20,2557,7,32950639,11384,265,218070,74928
90,1364947199999,1364860800000,295,3,288,435,12,5,1747,5765,1295436,572,2421851805,792550,333,572,621038,36497,6677465719,681,43,4,3,2489,16,26846650,10373,143,115045,74834
91,1365033599999,1364947200000,276,1,276,567,12,-1,2202,7195,1267277,552,2515472897,1710579,335,553,631061,21910,6677809783,568,48,-1,-1,2659,10,35901356,14449,6,5340,103917
92,1365119999999,1365033600000,279,-1,276,189,12,-1,1901,6265,1405576,550,3040247498,2777788,382,550,698609,30927,6680676983,525,44,-1,-1,3671,6,30374715,4045,27,23022,112443
93,1365206399999,1365120000000,289,-1,289,266,9,-1,2169,3811,1568606,574,2902177229,2386586,334,574,785697,36701,6676089463,497,48,-1,-1,3091,5,18054244,3273,80,57865,66789
94,1365292799999,1365206400000,288,-1,288,260,10,-1,1590,5412,1449218,576,2815833507,2280495,334,576,727576,20814,6675655287,365,35,-1,-1,1845,5,28295136,2943,97,65883,96442
95,1365379199999,1365292800000,287,-1,287,43,8,-1,1312,1682,1255323,574,1982259240,893328,318,574,631431,25136,6675171959,243,28,-1,-1,2080,2,7773267,1087,112,88469,21384
96,1365465599999,1365379200000,287,-1,287,195,15,-1,1245,6360,1145229,575,2788294862,2447851,377,575,570230,60113,6675343991,632,30,-1,-1,3811,6,30726894,4351,37,29374,120046
97,1365551999999,1365465600000,308,3,302,133,21,-1,3439,6789,1772656,585,3048441081,1996290,357,585,873196,47548,-1,798,88,-1,3,4130,10,32278715,3781,48,9268,113694
98,1365638399999,1365552000000,306,6,303,84,8,-1,3080,6083,1830526,584,2929472024,1817591,333,584,901161,23719,-1,596,74,-1,6,3246,7,30438888,2073,29,917,86462
99,1365724799999,1365638400000,305,3,302,533,11,-1,3778,5606,2062442,582,3265702151,920503,332,586,977917,32594,-1,582,84,-1,3,7153,14,34792531,8386,9,5368,95491
100,1365811199999,1365724800000,305,3,303,301,10,-1,4587,7934,2144794,584,3664623468,2874378,364,584,1038391,35978,-1,676,117,-1,3,6173,9,40937573,5089,2,2,111246
101,1365897599999,1365811200000,303,4,301,251,12,-1,2441,1964,2003219,580,2890884262,1185397,327,580,947122,20145,-1,297,52,-1,3,2889,11,9344233,5387,-1,-1,31051
102,1365983999999,1365897600000,305,3,303,105,11,-1,939,2196,1907579,584,2164270892,933672,310,584,882318,24160,-1,235,20,-1,3,1798,14,10309887,2353,4,52670,28643
103,1366070399999,1365984000000,308,5,305,176,14,2,1106,5323,1793538,584,3127852725,3370432,352,584,825816,25227,6759320183,674,29,1,4,2826,15,23886446,3346,70,34506,76623
104,1366156799999,1366070400000,305,4,303,427,8,-1,972,6295,1887495,584,2822680866,920725,324,584,870314,23348,-1,688,22,-1,4,2647,41,30415417,9983,23,4019,115723
105,1366243199999,1366156800000,309,9,305,91,18,3,7158,8266,3560506,584,4942534272,941996,407,592,925580,52806,-1,724,147,3,7,4378,20,39536940,2355,8,6055,164410
106,1366329599999,1366243200000,293,9,290,350,7,1,4361,6851,1536743,578,3531230844,2485959,396,580,754055,20825,-1,673,93,1,1,3632,26,44269229,8357,2,1890,131310
107,1366415999999,1366329600000,290,-1,289,252,6,-1,1245,3608,1601974,576,3040775868,1826435,464,576,802961,16848,-1,531,30,-1,-1,4585,11,19384835,7761,2,58334,73033
108,1366502399999,1366416000000,263,-1,263,591,5,-1,5674,2342,1357397,526,2273905957,1285005,367,526,681583,7234,6783887991,273,138,-1,-1,7624,8,11121256,3751,117,320264,26438
109,1366588799999,1366502400000,277,-1,277,420,3,-1,4327,1962,1297455,554,1844207310,653862,291,555,651187,5107,-1,320,100,-1,-1,3992,10,9559690,3981,1,1000,28788
110,1366675199999,1366588800000,290,60,289,145,5,9,5068,5430,3539042,639,9608943742,2117923,331,642,1203160,11193,-1,523,111,9,60,6415,9,27368653,2264,4,2891,95271
111,1366761599999,1366675200000,291,22,291,175,8,3,2741,6153,2049085,597,5553505369,3634298,352,597,1228321,11452,-1,572,57,3,20,3327,9,29489877,4862,6,5981,103069
112,1366847999999,1366761600000,288,-1,288,558,6,-1,5002,8582,1366682,576,3106022189,2209043,356,576,681213,20885,-1,859,117,-1,-1,7880,21,44421373,9473,4,119,140927
113,1366934399999,1366848000000,285,-1,285,201,14,-1,4636,14694,1493918,570,2992228350,1765431,337,570,744107,17126,-1,667,106,-1,-1,5284,5,63059671,3895,6,7783,217543
114,1367020799999,1366934400000,288,-1,288,390,6,-1,1540,6750,1648461,576,2701501571,1472924,349,576,824640,10675,-1,522,34,-1,-1,3582,11,35931113,6904,5,883,119655
115,1367107199999,1367020800000,288,-1,288,171,4,-1,1180,2977,1566538,576,2132219584,978212,325,576,786389,10030,-1,272,29,-1,-1,3047,6,14708802,1444,12,6552,43509
116,1367193599999,1367107200000,288,-1,288,241,4,-1,2655,2504,1376831,576,2291956807,1204262,312,577,691793,15156,-1,314,66,-1,-1,2806,10,14029114,4905,29,9659,44849
117,1367279999999,1367193600000,288,-1,288,362,15,-1,2155,6030,1235741,576,2931903550,2506513,336,576,618252,49802,-1,667,48,-1,-1,3927,3,31353138,10712,39,23432,111889
118,1367366399999,1367280000000,287,-1,287,295,14,-1,721,17601,1235908,574,3244084566,2870159,372,574,617381,53522,-1,1108,15,-1,-1,4400,4,80763581,3610,12,4975,272019
119,1367452799999,1367366400000,288,1,288,381,17,-1,1036,5964,1299731,576,3771261053,3376933,347,576,646645,48835,-1,596,22,-1,-1,3313,8,29778197,3830,1,14,99772
120,1367539199999,1367452800000,286,-1,286,102,6,-1,1961,3908,1493362,572,2848976933,2858673,391,572,743271,16161,-1,462,48,-1,-1,2874,8,22968622,2991,1,1000,66244
